Year,Close,Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
2018,279.60,0.01234,0.01005,-0.00987,0.00826,0.01297,7381232.00,-0.01090,0
2018,277.30,-0.01090,0.01234,0.01005,-0.00987,0.00826,9766345.00,0.00145,1
2018,280.05,0.00145,-0.01090,0.01234,0.01005,-0.00987,957139.00,0.00708,1
2018,277.25,0.00708,0.00145,-0.01090,0.01234,0.01005,15034793.00,-0.00744,0
2018,273.85,-0.00744,0.00708,0.00145,-0.01090,0.01234,7047500.00,-0.02834,0
2018,276.85,-0.02834,-0.00744,0.00708,0.00145,-0.01090,6700755.00,0.00229,1
2018,276.45,0.00229,-0.02834,-0.00744,0.00708,0.00145,6915975.00,0.00743,1
2018,274.50,0.00743,0.00229,-0.02834,-0.00744,0.00708,12153864.00,0.00445,1
2018,276.55,0.00445,0.00743,0.00229,-0.02834,-0.00744,12635521.00,-0.01819,0
2018,284.50,-0.01819,0.00445,0.00743,0.00229,-0.02834,16720100.00,0.00280,1
2018,283.85,0.00280,-0.01819,0.00445,0.00743,0.00229,7796633.00,0.00935,1
2018,281.75,0.00935,0.00280,-0.01819,0.00445,0.00743,5650063.00,-0.01878,0
2018,280.50,-0.01878,0.00935,0.00280,-0.01819,0.00445,6680354.00,0.00610,1
2018,285.65,0.00610,-0.01878,0.00935,0.00280,-0.01819,8948042.00,0.01002,1
2018,284.85,0.01002,0.00610,-0.01878,0.00935,0.00280,6881741.00,0.00390,1
2018,282.20,0.00390,0.01002,0.00610,-0.01878,0.00935,8856761.00,0.02333,1
2018,287.55,0.02333,0.00390,0.01002,0.00610,-0.01878,13657479.00,0.00839,1
2018,285.80,0.00839,0.02333,0.00390,0.01002,0.00610,8639876.00,-0.00366,0
2018,282.95,-0.00366,0.00839,0.02333,0.00390,0.01002,8565591.00,0.01322,1
2018,281.85,0.01322,-0.00366,0.00839,0.02333,0.00390,6305882.00,-0.01559,0
2018,275.35,-0.01559,0.01322,-0.00366,0.00839,0.02333,11453283.00,-0.00490,0
2018,273.05,-0.00490,-0.01559,0.01322,-0.00366,0.00839,9682118.00,0.00272,1
2018,274.05,0.00272,-0.00490,-0.01559,0.01322,-0.00366,8103784.00,-0.00163,0
2018,270.45,-0.00163,0.00272,-0.00490,-0.01559,0.01322,6683094.00,-0.01476,0
2018,274.70,-0.01476,-0.00163,0.00272,-0.00490,-0.01559,10238800.00,0.00609,1
2018,276.05,0.00609,-0.01476,-0.00163,0.00272,-0.00490,10084682.00,-0.01888,0
2018,275.30,-0.01888,0.00609,-0.01476,-0.00163,0.00272,15821425.00,0.00283,1
2018,275.75,0.00283,-0.01888,0.00609,-0.01476,-0.00163,8594764.00,0.02109,1
2018,279.85,0.02109,0.00283,-0.01888,0.00609,-0.01476,12232198.00,0.00271,1
2018,278.15,0.00271,0.02109,0.00283,-0.01888,0.00609,8832786.00,-0.00235,0
2018,283.45,-0.00235,0.00271,0.02109,0.00283,-0.01888,13133469.00,-0.01471,0
2018,282.65,-0.01471,-0.00235,0.00271,0.02109,0.00283,4964496.00,-0.00533,0
2018,276.75,-0.00533,-0.01471,-0.00235,0.00271,0.02109,6816618.00,0.00213,1
2018,276.00,0.00213,-0.00533,-0.01471,-0.00235,0.00271,8540575.00,-0.00372,0
2018,276.65,-0.00372,0.00213,-0.00533,-0.01471,-0.00235,8494118.00,0.00746,1
2018,280.75,0.00746,-0.00372,0.00213,-0.00533,-0.01471,11441104.00,0.00626,1
2018,282.25,0.00626,0.00746,-0.00372,0.00213,-0.00533,13194286.00,-0.00750,0
2018,281.65,-0.00750,0.00626,0.00746,-0.00372,0.00213,5452405.00,-0.00249,0
2019,282.70,-0.00249,-0.00750,0.00626,0.00746,-0.00372,2490548.00,-0.00919,0
2019,280.60,-0.00919,-0.00249,-0.00750,0.00626,0.00746,9934187.00,-0.02141,0
2019,278.85,-0.02141,-0.00919,-0.00249,-0.00750,0.00626,6114946.00,0.00276,1
2019,280.95,0.00276,-0.02141,-0.00919,-0.00249,-0.00750,7805148.00,-0.01966,0
2019,281.65,-0.01966,0.00276,-0.02141,-0.00919,-0.00249,9757529.00,0.00356,1
2019,284.25,0.00356,-0.01966,0.00276,-0.02141,-0.00919,7480522.00,-0.00762,0
2019,290.40,-0.00762,0.00356,-0.01966,0.00276,-0.02141,12182118.00,0.00847,1
2019,289.60,0.00847,-0.00762,0.00356,-0.01966,0.00276,10288580.00,0.00034,1
2019,295.35,0.00034,0.00847,-0.00762,0.00356,-0.01966,16773035.00,0.00854,1
2019,294.30,0.00854,0.00034,0.00847,-0.00762,0.00356,6400147.00,0.00533,1
2019,296.55,0.00533,0.00854,0.00034,0.00847,-0.00762,7213165.00,0.00052,1
2019,294.05,0.00052,0.00533,0.00854,0.00034,0.00847,7784035.00,0.04392,1
2019,293.95,0.04392,0.00052,0.00533,0.00854,0.00034,10601100.00,-0.00575,0
2019,291.45,-0.00575,0.04392,0.00052,0.00533,0.00854,10994807.00,-0.00108,0
2019,289.90,-0.00108,-0.00575,0.04392,0.00052,0.00533,8203333.00,0.01607,1
2019,289.75,0.01607,-0.00108,-0.00575,0.04392,0.00052,10329563.00,-0.01338,0
2019,277.30,-0.01338,0.01607,-0.00108,-0.00575,0.04392,40188183.00,0.01065,1
2019,278.90,0.01065,-0.01338,0.01607,-0.00108,-0.00575,28026449.00,-0.01137,0
2019,279.20,-0.01137,0.01065,-0.01338,0.01607,-0.00108,8897906.00,-0.00786,0
2019,274.75,-0.00786,-0.01137,0.01065,-0.01338,0.01607,8992136.00,0.01344,1
2019,278.45,0.01344,-0.00786,-0.01137,0.01065,-0.01338,6998389.00,0.01070,1
2019,275.50,0.01070,0.01344,-0.00786,-0.01137,0.01065,10449713.00,-0.01287,0
2019,278.65,-0.01287,0.01070,0.01344,-0.00786,-0.01137,15346406.00,-0.00932,0
2019,280.85,-0.00932,-0.01287,0.01070,0.01344,-0.00786,18353829.00,0.01727,1
2019,277.10,0.01727,-0.00932,-0.01287,0.01070,0.01344,6056619.00,-0.00579,0
2019,274.15,-0.00579,0.01727,-0.00932,-0.01287,0.01070,9827060.00,0.00652,1
2019,277.70,0.00652,-0.00579,0.01727,-0.00932,-0.01287,8097580.00,-0.00940,0
2019,280.30,-0.00940,0.00652,-0.00579,0.01727,-0.00932,5947966.00,-0.00789,0
2019,275.50,-0.00789,-0.00940,0.00652,-0.00579,0.01727,4405887.00,0.01947,1
2019,277.10,0.01947,-0.00789,-0.00940,0.00652,-0.00579,9952322.00,-0.00436,0
2019,275.30,-0.00436,0.01947,-0.00789,-0.00940,0.00652,7341352.00,0.00018,1
2019,277.90,0.00018,-0.00436,0.01947,-0.00789,-0.00940,9993785.00,0.00290,1
2019,280.10,0.00290,0.00018,-0.00436,0.01947,-0.00789,37552143.00,0.00273,1
2019,274.70,0.00273,0.00290,0.00018,-0.00436,0.01947,40666405.00,-0.00871,0
2019,275.90,-0.00871,0.00273,0.00290,0.00018,-0.00436,34451117.00,0.00435,1
2019,275.85,0.00435,-0.00871,0.00273,0.00290,0.00018,5977880.00,0.00145,1
2019,275.05,0.00145,0.00435,-0.00871,0.00273,0.00290,6995026.00,-0.00345,0
2019,274.30,-0.00345,0.00145,0.00435,-0.00871,0.00273,8763445.00,-0.00776,0
2019,276.70,-0.00776,-0.00345,0.00145,0.00435,-0.00871,30047503.00,-0.01552,0
2019,275.50,-0.01552,-0.00776,-0.00345,0.00145,0.00435,11779606.00,-0.01126,0
2019,275.10,-0.01126,-0.01552,-0.00776,-0.00345,0.00145,13128412.00,-0.01511,0
2019,276.05,-0.01511,-0.01126,-0.01552,-0.00776,-0.00345,43208896.00,-0.00653,0
2019,278.20,-0.00653,-0.01511,-0.01126,-0.01552,-0.00776,8830848.00,-0.00325,0
2019,282.55,-0.00325,-0.00653,-0.01511,-0.01126,-0.01552,13580306.00,-0.00528,0
2019,285.75,-0.00528,-0.00325,-0.00653,-0.01511,-0.01126,20045621.00,-0.00136,0
2019,290.10,-0.00136,-0.00528,-0.00325,-0.00653,-0.01511,14287507.00,-0.00203,0
2019,292.00,-0.00203,-0.00136,-0.00528,-0.00325,-0.00653,12681454.00,0.01603,1
2019,292.95,0.01603,-0.00203,-0.00136,-0.00528,-0.00325,14720968.00,-0.00941,0
2019,294.50,-0.00941,0.01603,-0.00203,-0.00136,-0.00528,14142103.00,-0.01990,0
2019,294.90,-0.01990,-0.00941,0.01603,-0.00203,-0.00136,11070294.00,0.00184,1
2019,295.50,0.00184,-0.01990,-0.00941,0.01603,-0.00203,10113962.00,0.00234,1
2019,290.80,0.00234,0.00184,-0.01990,-0.00941,0.01603,21395473.00,0.01062,1
2019,293.55,0.01062,0.00234,0.00184,-0.01990,-0.00941,9166882.00,0.00561,1
2019,299.45,0.00561,0.01062,0.00234,0.00184,-0.01990,15756420.00,0.00102,1
2019,298.90,0.00102,0.00561,0.01062,0.00234,0.00184,15619922.00,-0.02327,0
2019,298.20,-0.02327,0.00102,0.00561,0.01062,0.00234,8067384.00,0.00921,1
2019,295.05,0.00921,-0.02327,0.00102,0.00561,0.01062,8015871.00,-0.00218,0
2019,293.40,-0.00218,0.00921,-0.02327,0.00102,0.00561,10763629.00,0.00589,1
2019,293.10,0.00589,-0.00218,0.00921,-0.02327,0.00102,8432517.00,0.00457,1
2019,300.00,0.00457,0.00589,-0.00218,0.00921,-0.02327,17752380.00,0.00085,1
2019,297.25,0.00085,0.00457,0.00589,-0.00218,0.00921,6203276.00,0.00613,1
2019,297.90,0.00613,0.00085,0.00457,0.00589,-0.00218,9849417.00,-0.01205,0
2019,296.15,-0.01205,0.00613,0.00085,0.00457,0.00589,9064767.00,0.00541,1
2019,294.80,0.00541,-0.01205,0.00613,0.00085,0.00457,6965053.00,-0.00575,0
2019,294.55,-0.00575,0.00541,-0.01205,0.00613,0.00085,7806991.00,-0.03106,0
2019,292.75,-0.03106,-0.00575,0.00541,-0.01205,0.00613,5288853.00,0.00082,1
2019,296.30,0.00082,-0.03106,-0.00575,0.00541,-0.01205,6175672.00,-0.00555,0
2019,294.70,-0.00555,0.00082,-0.03106,-0.00575,0.00541,5334642.00,0.00916,1
2019,296.40,0.00916,-0.00555,0.00082,-0.03106,-0.00575,10764968.00,0.00858,1
2019,305.75,0.00858,0.00916,-0.00555,0.00082,-0.03106,21818291.00,-0.00529,0
2019,305.50,-0.00529,0.00858,0.00916,-0.00555,0.00082,12612414.00,-0.01000,0
2019,307.20,-0.01000,-0.00529,0.00858,0.00916,-0.00555,9746168.00,0.00753,1
2019,304.40,0.00753,-0.01000,-0.00529,0.00858,0.00916,8838122.00,-0.00131,0
2019,301.80,-0.00131,0.00753,-0.01000,-0.00529,0.00858,6672456.00,0.01056,1
2019,303.40,0.01056,-0.00131,0.00753,-0.01000,-0.00529,7496038.00,-0.01204,0
2019,306.45,-0.01204,0.01056,-0.00131,0.00753,-0.01000,11447878.00,0.00246,1
2019,304.15,0.00246,-0.01204,0.01056,-0.00131,0.00753,23240675.00,-0.00900,0
2019,304.55,-0.00900,0.00246,-0.01204,0.01056,-0.00131,4654775.00,0.01675,1
2019,301.35,0.01675,-0.00900,0.00246,-0.01204,0.01056,11163210.00,0.00415,1
2019,305.00,0.00415,0.01675,-0.00900,0.00246,-0.01204,7493271.00,0.00266,1
2019,304.25,0.00266,0.00415,0.01675,-0.00900,0.00246,5885895.00,0.00703,1
2019,307.00,0.00703,0.00266,0.00415,0.01675,-0.00900,6737627.00,0.02879,1
2019,301.90,0.02879,0.00703,0.00266,0.00415,0.01675,8655871.00,-0.01731,0
2019,300.65,-0.01731,0.02879,0.00703,0.00266,0.00415,7876031.00,-0.00913,0
2019,299.85,-0.00913,-0.01731,0.02879,0.00703,0.00266,10223616.00,0.00777,1
2019,297.75,0.00777,-0.00913,-0.01731,0.02879,0.00703,6904657.00,-0.02231,0
2019,289.30,-0.02231,0.00777,-0.00913,-0.01731,0.02879,35880558.00,-0.01841,0
2019,294.35,-0.01841,-0.02231,0.00777,-0.00913,-0.01731,21145245.00,0.00359,1
2019,297.05,0.00359,-0.01841,-0.02231,0.00777,-0.00913,17894032.00,0.02031,1
2019,294.75,0.02031,0.00359,-0.01841,-0.02231,0.00777,7354375.00,0.03929,1
2019,301.40,0.03929,0.02031,0.00359,-0.01841,-0.02231,11194900.00,-0.00778,0
2019,307.00,-0.00778,0.03929,0.02031,0.00359,-0.01841,11013451.00,-0.00138,0
2019,305.90,-0.00138,-0.00778,0.03929,0.02031,0.00359,10518883.00,0.00673,1
2019,299.75,0.00673,-0.00138,-0.00778,0.03929,0.02031,13737694.00,0.00277,1
2019,288.20,0.00277,0.00673,-0.00138,-0.00778,0.03929,31380501.00,-0.00191,0
2019,290.45,-0.00191,0.00277,0.00673,-0.00138,-0.00778,10879657.00,0.03562,1
2019,290.85,0.03562,-0.00191,0.00277,0.00673,-0.00138,9024193.00,0.00000,0
2019,288.90,0.00000,0.03562,-0.00191,0.00277,0.00673,15598601.00,-0.00251,0
2019,288.10,-0.00251,0.00000,0.03562,-0.00191,0.00277,7255516.00,0.01261,1
2019,288.65,0.01261,-0.00251,0.00000,0.03562,-0.00191,8656311.00,0.00181,1
2019,278.55,0.00181,0.01261,-0.00251,0.00000,0.03562,26281811.00,-0.01496,0
2019,278.55,-0.01496,0.00181,0.01261,-0.00251,0.00000,19569620.00,-0.00161,0
2019,279.25,-0.00161,-0.01496,0.00181,0.01261,-0.00251,13850737.00,-0.00036,0
2019,275.75,-0.00036,-0.00161,-0.01496,0.00181,0.01261,10660963.00,-0.00232,0
2019,275.25,-0.00232,-0.00036,-0.00161,-0.01496,0.00181,7699206.00,0.00913,1
2019,279.40,0.00913,-0.00232,-0.00036,-0.00161,-0.01496,8615348.00,0.01103,1
2019,279.85,0.01103,0.00913,-0.00232,-0.00036,-0.00161,8461371.00,-0.00036,0
2019,279.95,-0.00036,0.01103,0.00913,-0.00232,-0.00036,8247867.00,-0.00760,0
2019,280.60,-0.00760,-0.00036,0.01103,0.00913,-0.00232,7198584.00,0.00072,1
2019,278.05,0.00072,-0.00760,-0.00036,0.01103,0.00913,7908039.00,0.00998,1
2019,275.00,0.00998,0.00072,-0.00760,-0.00036,0.01103,10013278.00,-0.00727,0
2019,275.10,-0.00727,0.00998,0.00072,-0.00760,-0.00036,13845733.00,-0.00811,0
2019,277.20,-0.00811,-0.00727,0.00998,0.00072,-0.00760,9046515.00,0.00396,1
2019,277.00,0.00396,-0.00811,-0.00727,0.00998,0.00072,10566110.00,0.01416,1
2019,274.25,0.01416,0.00396,-0.00811,-0.00727,0.00998,18595809.00,-0.00128,0
2019,276.25,-0.00128,0.01416,0.00396,-0.00811,-0.00727,8935066.00,-0.00401,0
2019,278.50,-0.00401,-0.00128,0.01416,0.00396,-0.00811,12379897.00,0.00401,1
2019,277.40,0.00401,-0.00401,-0.00128,0.01416,0.00396,7421269.00,-0.01035,0
2019,273.50,-0.01035,0.00401,-0.00401,-0.00128,0.01416,23308215.00,-0.00343,0
2019,273.85,-0.00343,-0.01035,0.00401,-0.00401,-0.00128,8449727.00,-0.00646,0
2019,274.95,-0.00646,-0.00343,-0.01035,0.00401,-0.00401,5042447.00,0.00718,1
2019,273.85,0.00718,-0.00646,-0.00343,-0.01035,0.00401,9976439.00,0.01580,1
2019,276.70,0.01580,0.00718,-0.00646,-0.00343,-0.01035,18120809.00,-0.00018,0
2019,277.65,-0.00018,0.01580,0.00718,-0.00646,-0.00343,9697597.00,-0.00911,0
2019,279.45,-0.00911,-0.00018,0.01580,0.00718,-0.00646,37047327.00,0.00218,1
2019,277.45,0.00218,-0.00911,-0.00018,0.01580,0.00718,12169249.00,0.01502,1
2019,273.10,0.01502,0.00218,-0.00911,-0.00018,0.01580,7706490.00,-0.00368,0
2019,273.15,-0.00368,0.01502,0.00218,-0.00911,-0.00018,8162744.00,-0.00349,0
2019,275.65,-0.00349,-0.00368,0.01502,0.00218,-0.00911,8403695.00,-0.00037,0
2019,275.05,-0.00037,-0.00349,-0.00368,0.01502,0.00218,10468936.00,0.01737,1
2019,270.95,0.01737,-0.00037,-0.00349,-0.00368,0.01502,8536705.00,0.01464,1
2019,271.95,0.01464,0.01737,-0.00037,-0.00349,-0.00368,6357525.00,-0.02336,0
2019,272.90,-0.02336,0.01464,0.01737,-0.00037,-0.00349,6294203.00,-0.00074,0
2019,273.00,-0.00074,-0.02336,0.01464,0.01737,-0.00037,9096757.00,0.01114,1
2019,268.30,0.01114,-0.00074,-0.02336,0.01464,0.01737,7986847.00,-0.00948,0
2019,264.40,-0.00948,0.01114,-0.00074,-0.02336,0.01464,13516960.00,0.00985,1
2019,270.65,0.00985,-0.00948,0.01114,-0.00074,-0.02336,14396986.00,-0.00429,0
2019,270.85,-0.00429,0.00985,-0.00948,0.01114,-0.00074,12072603.00,-0.00482,0
2019,267.85,-0.00482,-0.00429,0.00985,-0.00948,0.01114,17669912.00,0.00986,1
2019,270.40,0.00986,-0.00482,-0.00429,0.00985,-0.00948,4788040.00,0.01147,1
2019,267.75,0.01147,0.00986,-0.00482,-0.00429,0.00985,5525308.00,0.01793,1
2019,268.90,0.01793,0.01147,0.00986,-0.00482,-0.00429,13233351.00,0.00347,1
2019,270.20,0.00347,0.01793,0.01147,0.00986,-0.00482,13649764.00,0.02049,1
2019,267.55,0.02049,0.00347,0.01793,0.01147,0.00986,5925611.00,-0.01603,0
2019,264.50,-0.01603,0.02049,0.00347,0.01793,0.01147,8890911.00,0.01387,1
2019,259.80,0.01387,-0.01603,0.02049,0.00347,0.01793,11556743.00,0.03157,1
2019,258.90,0.03157,0.01387,-0.01603,0.02049,0.00347,9408544.00,-0.00990,0
2019,253.65,-0.00990,0.03157,0.01387,-0.01603,0.02049,8489812.00,-0.01694,0
2019,257.75,-0.01694,-0.00990,0.03157,0.01387,-0.01603,6370866.00,0.00575,1
2019,254.20,0.00575,-0.01694,-0.00990,0.03157,0.01387,9927337.00,0.02028,1
2019,246.30,0.02028,0.00575,-0.01694,-0.00990,0.03157,20992894.00,0.02070,1
2019,248.75,0.02070,0.02028,0.00575,-0.01694,-0.00990,13809031.00,0.00582,1
2019,253.00,0.00582,0.02070,0.02028,0.00575,-0.01694,10337358.00,0.01659,1
2019,251.55,0.01659,0.00582,0.02070,0.02028,0.00575,12524627.00,-0.02675,0
2019,246.50,-0.02675,0.01659,0.00582,0.02070,0.02028,15000271.00,-0.01230,0
2019,241.45,-0.01230,-0.02675,0.01659,0.00582,0.02070,14736226.00,-0.00183,0
2019,240.05,-0.00183,-0.01230,-0.02675,0.01659,0.00582,10513066.00,0.01950,1
2019,236.10,0.01950,-0.00183,-0.01230,-0.02675,0.01659,16440329.00,-0.01828,0
2019,242.50,-0.01828,0.01950,-0.00183,-0.01230,-0.02675,12857092.00,0.01683,1
2019,245.50,0.01683,-0.01828,0.01950,-0.00183,-0.01230,14529777.00,-0.00701,0
2019,245.95,-0.00701,0.01683,-0.01828,0.01950,-0.00183,8894489.00,-0.00410,0
2019,241.20,-0.00410,-0.00701,0.01683,-0.01828,0.01950,11105245.00,0.00143,1
2019,245.65,0.00143,-0.00410,-0.00701,0.01683,-0.01828,11772247.00,-0.00654,0
2019,241.55,-0.00654,0.00143,-0.00410,-0.00701,0.01683,9546229.00,0.00715,1
2019,243.25,0.00715,-0.00654,0.00143,-0.00410,-0.00701,7032392.00,0.01238,1
2019,244.25,0.01238,0.00715,-0.00654,0.00143,-0.00410,8451611.00,0.00354,1
2019,243.90,0.00354,0.01238,0.00715,-0.00654,0.00143,8704669.00,0.00209,1
2019,245.50,0.00209,0.00354,0.01238,0.00715,-0.00654,9085228.00,0.00923,1
2019,243.75,0.00923,0.00209,0.00354,0.01238,0.00715,8968683.00,-0.00861,0
2019,240.75,-0.00861,0.00923,0.00209,0.00354,0.01238,8083759.00,0.01072,1
2019,239.90,0.01072,-0.00861,0.00923,0.00209,0.00354,14031943.00,-0.00569,0
2019,239.40,-0.00569,0.01072,-0.00861,0.00923,0.00209,7084644.00,-0.06819,0
2019,237.20,-0.06819,-0.00569,0.01072,-0.00861,0.00923,10672279.00,-0.00450,0
2019,239.25,-0.00450,-0.06819,-0.00569,0.01072,-0.00861,19956339.00,0.03356,1
2019,236.70,0.03356,-0.00450,-0.06819,-0.00569,0.01072,8483309.00,-0.01145,0
2019,238.05,-0.01145,0.03356,-0.00450,-0.06819,-0.00569,63568127.00,-0.01013,0
2019,254.85,-0.01013,-0.01145,0.03356,-0.00450,-0.06819,52040316.00,-0.02691,0
2019,256.00,-0.02691,-0.01013,-0.01145,0.03356,-0.00450,17167257.00,0.01532,1
2019,247.55,0.01532,-0.02691,-0.01013,-0.01145,0.03356,20597095.00,-0.02222,0
2019,250.40,-0.02222,0.01532,-0.02691,-0.01013,-0.01145,17847616.00,0.01696,1
2019,252.95,0.01696,-0.02222,0.01532,-0.02691,-0.01013,17535666.00,0.02102,1
2019,259.85,0.02102,0.01696,-0.02222,0.01532,-0.02691,20588289.00,0.01924,1
2019,255.90,0.01924,0.02102,0.01696,-0.02222,0.01532,15440899.00,0.01591,1
2019,261.65,0.01591,0.01924,0.02102,0.01696,-0.02222,12356337.00,-0.00308,0
2019,257.25,-0.00308,0.01591,0.01924,0.02102,0.01696,18085064.00,-0.00061,0
2019,251.90,-0.00061,-0.00308,0.01591,0.01924,0.02102,21263568.00,-0.01424,0
2019,247.10,-0.01424,-0.00061,-0.00308,0.01591,0.01924,21503869.00,0.01608,1
2019,243.20,0.01608,-0.01424,-0.00061,-0.00308,0.01591,24294966.00,-0.00899,0
2019,243.95,-0.00899,0.01608,-0.01424,-0.00061,-0.00308,25072193.00,-0.00264,0
2019,244.10,-0.00264,-0.00899,0.01608,-0.01424,-0.00061,14713799.00,-0.00969,0
2019,247.60,-0.00969,-0.00264,-0.00899,0.01608,-0.01424,9989191.00,-0.00860,0
2019,243.65,-0.00860,-0.00969,-0.00264,-0.00899,0.01608,16063295.00,0.00800,1
2019,245.85,0.00800,-0.00860,-0.00969,-0.00264,-0.00899,13649598.00,0.00544,1
2019,246.50,0.00544,0.00800,-0.00860,-0.00969,-0.00264,12833554.00,-0.01084,0
2019,248.90,-0.01084,0.00544,0.00800,-0.00860,-0.00969,18275636.00,-0.01132,0
2019,251.05,-0.01132,-0.01084,0.00544,0.00800,-0.00860,12831461.00,-0.02399,0
2019,249.05,-0.02399,-0.01132,-0.01084,0.00544,0.00800,16791340.00,0.00677,1
2019,247.70,0.00677,-0.02399,-0.01132,-0.01084,0.00544,32591192.00,-0.01407,0
2019,250.40,-0.01407,0.00677,-0.02399,-0.01132,-0.01084,3131726.00,0.00211,1
2019,253.25,0.00211,-0.01407,0.00677,-0.02399,-0.01132,11937562.00,-0.00821,0
2019,259.40,-0.00821,0.00211,-0.01407,0.00677,-0.02399,34291157.00,0.00591,1
2019,257.65,0.00591,-0.00821,0.00211,-0.01407,0.00677,16654994.00,-0.01707,0
2019,261.30,-0.01707,0.00591,-0.00821,0.00211,-0.01407,12571588.00,0.02033,1
2019,260.75,0.02033,-0.01707,0.00591,-0.00821,0.00211,7895272.00,0.00404,1
2019,262.90,0.00404,0.02033,-0.01707,0.00591,-0.00821,10278362.00,0.02182,1
2019,261.35,0.02182,0.00404,0.02033,-0.01707,0.00591,8857419.00,-0.00020,0
2019,265.85,-0.00020,0.02182,0.00404,0.02033,-0.01707,14782434.00,0.01288,1
2019,260.50,0.01288,-0.00020,0.02182,0.00404,0.02033,11899353.00,-0.00040,0
2019,259.45,-0.00040,0.01288,-0.00020,0.02182,0.00404,7245151.00,0.00580,1
